Rank,Symbol,Rating,Name,Score,3 Months Perf,Creation date
311,CMBM,A+,Cambium Networks Corporation - Ordinary Shares,99.893,58.89,2/6/2021
312,ALTM,A+,Altus Midstream Company - Class A Common Stock,99.893,87.21,2/5/2021
313,ASAN,A+,"Asana, Inc. Class A Common Stock",99.891,72,2/6/2021
314,STKL,A+,"SunOpta, Inc. - Common Stock",99.891,120.01,1/22/2021
315,SATS,A+,EchoStar Corporation - common stock,99.891,-6.16,1/30/2021
316,DKNG,A+,DraftKings Inc. - Class A Common Stock,99.891,20.52,2/2/2021
317,NCLH,A+,Norwegian Cruise Line Holdings Ltd. - Ordinary Sh,99.89,66.82,2/5/2021
318,GNW,A+,Genworth Financial Inc Common Stock,99.886,-12.53,2/2/2021
319,FLWS,A+,"1-800 FLOWERS.COM, Inc. - Class A Common Stock",99.887,73.26,2/2/2021
320,BE,A+,Bloom Energy Corporation Class A Common Stock,99.887,96.37,2/5/2021
321,YELP,A+,Yelp Inc. Common Stock,99.886,50.97,2/4/2021
322,ATEN,A+,"A10 Networks, Inc. Common Stock",99.885,41.26,1/27/2021
323,DADA,A+,Dada Nexus Limited - American Depositary Shares,99.885,33.1,2/4/2021
324,COLL,A+,"Collegium Pharmaceutical, Inc. - Common Stock",99.884,23.51,2/4/2021
325,UMC,A+,United Microelectronics Corporation (NEW) Common,99.907,82.13,1/28/2021
326,ATEC,A+,"Alphatec Holdings, Inc. - Common Stock",99.884,57.19,2/5/2021
327,VITL,A+,"Vital Farms, Inc. - Common Stock",99.883,-27.65,2/1/2021
328,SMP,A+,"Standard Motor Products, Inc. Common Stock",99.883,-8.21,2/5/2021
329,EB,A+,"Eventbrite, Inc. Class A Common Stock",99.884,77.67,1/25/2021
330,CCL,A+,Carnival Corporation Common Stock,99.882,90.57,1/23/2021
331,CHRS,A+,"Coherus BioSciences, Inc. - Common Stock",99.879,7.01,2/3/2021
332,LI,A+,Li Auto Inc. - American Depositary Shares,99.88,23.3,1/23/2021
333,TSLA,A+,"Tesla, Inc.  - Common Stock",99.881,98.22,1/31/2021
334,HZO,A+,"MarineMax, Inc.  (FL) Common Stock",99.879,34.64,1/29/2021
335,CATM,A+,Cardtronics plc - Common Stock,99.878,120.09,1/25/2021
336,MTDR,A+,Matador Resources Company Common Stock,99.879,174.69,2/4/2021
337,EVRI,A+,Everi Holdings Inc. Common Stock,99.876,43.63,2/2/2021
338,RYTM,A+,"Rhythm Pharmaceuticals, Inc. - Common Stock",99.876,45.7,1/27/2021
339,ARLP,A+,"Alliance Resource Partners, L.P. - Common Units R",99.879,93.85,2/6/2021
340,REZI,A+,"Resideo Technologies, Inc. Common Stock",99.878,56.29,2/3/2021
341,RVNC,A+,"Revance Therapeutics, Inc. - Common Stock",99.877,8.85,1/28/2021
342,CROX,A+,"Crocs, Inc. - Common Stock",99.876,29.47,2/1/2021
343,PCVX,A+,"Vaxcyte, Inc. - Common Stock",99.876,-33.15,1/26/2021
344,CARR,A+,Carrier Global Corporation Common Stock,99.876,0.51,2/4/2021
345,FSLR,A+,"First Solar, Inc. - Common Stock",99.875,10.34,1/9/2021
346,ENDP,A+,Endo International plc - Ordinary Shares,99.874,95.05,2/3/2021
347,PZZA,A+,"Papa John's International, Inc. - Common Stock",99.873,20.33,2/2/2021
348,ERF,A+,Enerplus Corporation Common Stock,99.874,121.4,2/4/2021
349,PD,A+,"PagerDuty, Inc. Common Stock",99.875,88.4,1/28/2021
350,GOCO,A+,"GoHealth, Inc. - Class A Common Stock",99.875,21.22,2/2/2021
351,SNDX,A+,"Syndax Pharmaceuticals, Inc. - Common Stock",99.873,14.61,1/31/2021
352,STN,A+,Stantec Inc Common Stock,99.872,33.83,2/3/2021
353,ADVM,A+,"Adverum Biotechnologies, Inc. - Common Stock",99.872,16.73,1/28/2021
354,BNTX,A+,BioNTech SE - American Depositary Share,99.87,29.2,1/4/2021
355,VIR,A+,"Vir Biotechnology, Inc. - Common Stock",99.87,106.21,1/29/2021
356,BGS,A+,"B&G Foods, Inc. B&G Foods, Inc. Common Stock",99.869,13.28,1/30/2021
357,BILL,A+,"Bill.com Holdings, Inc. Common Stock",99.872,81.24,1/25/2021
358,ATRA,A+,"Atara Biotherapeutics, Inc. - Common Stock",99.868,68.75,1/21/2021
359,LUMN,A+,"CenturyLink, Inc. Common Stock",99.87,34.54,1/30/2021
360,TRHC,A+,"Tabula Rasa HealthCare, Inc. - Common Stock",99.868,51.19,1/28/2021
361,BLDP,A+,"Ballard Power Systems, Inc. - Common Shares",99.868,47.97,1/6/2021
362,GPRO,A+,"GoPro, Inc. - Class A Common Stock",99.867,8.09,2/5/2021
363,STMP,A+,Stamps.com Inc. - Common Stock,99.867,18.71,2/1/2021
364,FTCH,A+,Farfetch Limited Class A Ordinary Shares,99.867,56.57,1/30/2021
365,MUR,A+,Murphy Oil Corporation Common Stock,99.865,85.09,1/29/2021
366,BZUN,A+,Baozun Inc. - American Depositary Shares,99.866,14.85,1/27/2021
367,USCR,A+,"U S Concrete, Inc. - Common Stock",99.866,42.77,1/20/2021
368,CHWY,A+,"Chewy, Inc. Class A Common Stock",99.862,51.98,2/4/2021
369,CYTK,A+,"Cytokinetics, Incorporated - Common Stock",99.865,36.72,1/10/2021
370,TBIO,A+,"Translate Bio, Inc. - Common Stock",99.859,116.68,2/6/2021
371,PASG,A+,"Passage Bio, Inc. - Common Stock",99.864,48.2,1/25/2021
372,FATE,A+,"Fate Therapeutics, Inc. - Common Stock",99.862,130.67,1/9/2021
373,RH,A+,RH Common Stock,99.863,30.93,1/6/2021
374,COHU,A+,"Cohu, Inc. - Common Stock",99.863,95.03,1/30/2021
375,GBIO,A+,Generation Bio Co. - Common stock,99.857,39.17,1/16/2021
376,EVER,A+,"EverQuote, Inc. - Class A Common Stock",99.864,23.37,1/22/2021
377,OII,A+,"Oceaneering International, Inc. Common Stock",99.862,125.59,2/1/2021
378,PBH,A+,"Prestige Brand Holdings, Inc. Common Stock",99.862,27.29,1/27/2021
379,PFC,A+,Premier Financial Corp.  - Common Stock,99.862,61.79,2/2/2021
380,CDXS,A+,"Codexis, Inc. - Common Stock",99.863,105.75,2/3/2021
381,PLUS,A+,ePlus inc. - Common Stock,99.863,22.14,1/19/2021
382,LOB,A+,"Live Oak Bancshares, Inc. - Common Stock",99.861,8.89,1/27/2021
383,SWI,A+,SolarWinds Corporation Common Stock,99.859,-23.93,1/13/2021
384,MORF,A+,"Morphic Holding, Inc. - Common Stock",99.859,46.22,1/16/2021
385,CRK,A+,"Comstock Resources, Inc. Common Stock",99.859,8.99,1/21/2021
386,CGEN,A+,Compugen Ltd. - Ordinary Shares,99.857,-8.14,1/14/2021
387,LASR,A+,"nLIGHT, Inc. - Common Stock",99.856,8.73,2/3/2021
388,NTGR,A+,"NETGEAR, Inc. - Common Stock",99.854,18.99,2/4/2021
389,accd,A+,"Accolade, Inc. - common stock",99.855,42.99,1/29/2021
390,MT,A+,Arcelor Mittal NY Registry Shares NEW,99.859,49.56,1/30/2021
391,PLNT,A+,"Planet Fitness, Inc. Common Stock",99.852,15.78,1/22/2021
392,EAT,A+,"Brinker International, Inc. Common Stock",99.854,44.87,1/28/2021
393,TPIC,A+,"TPI Composites, Inc. - Common Stock",99.854,68.92,1/7/2021
394,SQ,A+,"Square, Inc. Class A Common Stock",99.851,21.36,2/6/2021
395,ENPH,A+,"Enphase Energy, Inc. - Common Stock",99.851,57.68,1/27/2021
396,PSTG,A+,"Pure Storage, Inc. Class A Common Stock",99.852,56.15,2/4/2021
397,CLNY,A+,"Colony Capital, Inc.",99.85,45.12,1/29/2021
398,HPK,A,"HighPeak Energy, Inc. - Common Stock",99.847,220.53,2/6/2021
399,AA,A,Alcoa Corporation Common Stock,99.847,45.12,2/4/2021
400,HIBB,A,"Hibbett Sports, Inc. - Common Stock",99.845,52.75,2/3/2021
401,HRTX,A,"Heron Therapeutics, Inc.   - Common Stock",99.846,18.76,2/5/2021
402,HII,A,"Huntington Ingalls Industries, Inc. Common Stock",99.845,7.32,2/4/2021
403,CDLX,A,"Cardlytics, Inc. - Common Stock",99.844,61.53,2/6/2021
404,TGP,A,Teekay LNG Partners L.P.,99.843,18.5,2/3/2021
405,HUYA,A,"HUYA Inc. American depositary shares, each  repre",99.843,28.73,1/27/2021
406,DBD,A,Diebold Nixdorf Incorporated Common Stock,99.843,89.83,1/29/2021
407,QTRX,A,Quanterix Corporation - Common Stock,99.842,62.33,2/5/2021
408,RGNX,A,REGENXBIO Inc. - Common Stock,99.842,74.6,2/4/2021
409,PLCE,A,"Children's Place, Inc. (The) - Common Stock",99.842,179.7,2/5/2021
410,PRPB,A,CC Neuberger Principal Holdings II Class A Ordina,99.839,45.45,2/3/2021
411,QFIN,A,"360 Finance, Inc. - American Depositary Shares",99.842,63.2,2/3/2021
412,LE,A,"Lands' End, Inc. - Common Stock",99.841,97.24,2/4/2021
413,FVRR,A,"Fiverr International Ltd. Ordinary Shares, no par",99.842,5.66,2/2/2021
414,VIRT,A,"Virtu Financial, Inc. - Class A Common Stock",99.84,17.33,2/1/2021
415,MFA,A,"MFA Financial, Inc.",99.839,24.34,2/2/2021
416,GPS,A,"Gap, Inc. (The) Common Stock",99.839,5.82,2/4/2021
417,LSPD,A,Lightspeed POS Inc. Subordinate Voting Shares,99.839,110.34,2/2/2021
418,BWMX,A,"Betterware de Mexico, S.A. de C.V. - Ordinary Sha",99.838,7.35,2/4/2021
419,PLYA,A+,Playa Hotels & Resorts N.V. - Ordinary Shares,99.838,89.64,2/4/2021
420,AEO,A,"American Eagle Outfitters, Inc. Common Stock",99.837,74.25,2/4/2021
421,VSAT,A,"ViaSat, Inc. - Common Stock",99.836,63.99,1/28/2021
422,ROCK,A,"Gibraltar Industries, Inc. - Common Stock",99.834,56.73,1/4/2021
423,PLSE,A,"Pulse Biosciences, Inc - Common Stock",99.837,265.24,2/5/2021
424,OSW,A,OneSpaWorld Holdings Limited - Common Shares,99.835,60.02,2/3/2021
425,AUY,A,Yamana Gold Inc. Ordinary Shares (Canada),99.835,-16.1,2/5/2021
426,GNMK,A,"GenMark Diagnostics, Inc. - Common Stock",99.835,6,1/26/2021
427,MGNX,A,"MacroGenics, Inc. - Common Stock",99.833,13.98,2/2/2021
428,PHAT,A,"Phathom Pharmaceuticals, Inc. - Common Stock",99.832,14.76,1/27/2021
429,HCAT,A,"Health Catalyst, Inc - Common stock",99.832,55.35,1/26/2021
430,ZM,A,"Zoom Video Communications, Inc. - Class A Common",99.834,-13.9,1/27/2021
431,ACMR,A,"ACM Research, Inc. - Class A Common Stock",99.832,9.84,2/2/2021
432,TWOU,A,"2U, Inc. - Common Stock",99.834,16.89,2/2/2021
433,NKTX,A,"Nkarta, Inc. - Common Stock",99.831,68.34,1/26/2021
434,CENX,A,Century Aluminum Company - Common Stock,99.83,61.43,2/3/2021
435,AB,A,AllianceBernstein Holding L.P.  Units,99.831,27.68,1/26/2021
436,CAT,A,"Caterpillar, Inc. Common Stock",99.829,19.66,2/5/2021
437,UNVR,A,Univar Inc. Common Stock,99.829,21.22,2/2/2021
438,GRUB,A,GrubHub Inc. Common Stock,99.829,-8.65,2/4/2021
439,ODP,A,"Office Depot, Inc. - Common Stock",99.829,95.65,1/30/2021
440,FROG,A,JFrog Ltd. - Ordinary shares,99.829,-1.29,2/4/2021
441,CPRI,A,Capri Holdings Limited Ordinary Shares,99.828,85.26,2/4/2021
442,BPFH,A,"Boston Private Financial Holdings, Inc. - Common",99.832,121.56,1/19/2021
443,RCUS,A,"Arcus Biosciences, Inc. Common Stock",99.828,99.8,2/2/2021
444,WYNN,A,"Wynn Resorts, Limited - Common Stock",99.822,46.14,1/13/2021
445,RARE,A,Ultragenyx Pharmaceutical Inc. - Common Stock,99.829,45.59,2/3/2021
446,NRZ,A,New Residential Investment Corp. Common Stock,99.827,28.63,1/18/2021
447,SPG,A,"Simon Property Group, Inc. Common Stock",99.835,65.02,2/6/2021
448,MANU,A,Manchester United Ltd. Class A Ordinary Shares,99.823,12.06,1/31/2021
449,MPLN,A,MultiPlan Corporation Class A Common Stock,99.826,-5.1,1/28/2021
450,CRSP,A,CRISPR Therapeutics AG - Common Shares,99.825,50.26,1/14/2021
451,IGMS,A,"IGM Biosciences, Inc. - Common Stock",99.826,135.7,2/2/2021
452,CTS,A,CTS Corporation Common Stock,99.825,10.77,1/16/2021
453,MD,A,"Mednax, Inc. Common Stock",99.825,56.92,2/3/2021
454,DRNA,A,"Dicerna Pharmaceuticals, Inc. - Common Stock",99.825,21.28,1/27/2021
455,DCBO,A,Docebo Inc. - Common Shares,99.824,34.09,1/26/2021
456,REPL,A,"Replimune Group, Inc. - Common Stock",99.824,-5.61,2/2/2021
457,MGY,A,Magnolia Oil & Gas Corporation Class A Common Sto,99.824,125.54,1/16/2021
458,FRHC,A,Freedom Holding Corp. - Common Stock,99.823,56.11,1/30/2021
459,KSS,A,Kohl's Corporation Common Stock,99.823,129.77,1/27/2021
460,HP,A,"Helmerich & Payne, Inc. Common Stock",99.822,76.32,1/29/2021
461,YY,A,YY Inc. - American Depositary Shares,99.821,14.09,1/28/2021
462,CRNC,A,Cerence Inc. - Common Stock,99.82,100.69,1/13/2021
463,DDOG,A,"Datadog, Inc. - Class A Common Stock",99.822,14.95,2/4/2021
464,CANG,A,"Cango Inc. American Depositary Shares,  each repr",99.82,169.75,2/6/2021
465,ADCT,A,ADC Therapeutics SA Common Shares,99.82,-6.77,1/26/2021
466,IHRT,A,"iHeartMedia, Inc. - Class A Common Stock",99.819,60.66,2/5/2021
467,UAL,A,United Continental Holdings,99.817,30.22,1/29/2021
468,CNDT,A,Conduent Incorporated Common Stock,99.817,19.11,2/2/2021
469,GRBK,A,"Green Brick Partners, Inc. - Common Stock",99.818,1.91,1/28/2021
470,FR,A,"First Industrial Realty Trust, Inc. Common Stock",99.816,1.58,2/2/2021
471,KNSA,A,"Kiniksa Pharmaceuticals, Ltd. - Class A Common St",99.816,40.39,1/27/2021
472,TEVA,A,Teva Pharmaceutical Industries Limited American D,99.816,43.36,1/17/2021
473,BGCP,A,"BGC Partners, Inc. - Class A Common Stock",99.811,28.18,2/6/2021
474,VNDA,A,Vanda Pharmaceuticals Inc. - Common Stock,99.815,29.3,2/6/2021
475,GM,A,General Motors Company Common Stock,99.813,45.21,2/4/2021
476,AMBA,A,"Ambarella, Inc. - Ordinary Shares",99.818,90.35,1/17/2021
477,RDUS,A,"Radius Health, Inc. - Common Stock",99.814,68.8,1/7/2021
478,CRWD,A,"CrowdStrike Holdings, Inc. - Class A Common Stock",99.814,58.95,2/4/2021
479,MCRB,A,"Seres Therapeutics, Inc. - Common Stock",99.813,-20.11,2/6/2021
480,NARI,A,"Inari Medical, Inc. - Common Stock",99.813,49.71,1/14/2021
481,OXY,A,Occidental Petroleum Corporation Common Stock,99.813,125.63,2/6/2021
482,DMRC,A,Digimarc Corporation - Common Stock,99.812,66.04,1/28/2021
483,CHGG,A,"Chegg, Inc. Common Stock",99.812,32.27,1/17/2021
484,BOOT,A,"Boot Barn Holdings, Inc. Common Stock",99.811,72.94,1/19/2021
485,AXNX,A,"Axonics Modulation Technologies, Inc. - Common St",99.811,12.56,1/15/2021
486,AVYA,A-,Avaya Holdings Corp. Common Stock,99.811,42.57,2/6/2021
487,FLEX,A-,Flex Ltd. - Ordinary Shares,99.815,20.74,1/24/2021
488,FMTX,A-,"Forma Therapeutics Holdings, Inc. - Common Stock",99.81,2.29,2/6/2021
489,TLND,A-,Talend S.A. - American Depositary Shares,99.81,16.01,2/6/2021
490,XPER,A-,Xperi Corporation  - Common Stock,99.81,54.14,2/6/2021
491,UE,A-,Urban Edge Properties Common Shares of Beneficial,99.812,60.52,2/6/2021
492,ZI,A-,ZoomInfo Technologies Inc. - Class A Common Stock,99.807,39.4,1/26/2021
493,CLB,A-,Core Laboratories N.V. Common Stock,99.814,135.11,2/2/2021
494,SFNC,A-,Simmons First National Corporation - Common Stock,99.808,52.03,2/5/2021
495,WETF,A-,"WisdomTree Investments, Inc. - Common Stock",99.805,45.29,1/23/2021
496,GDRX,A-,"GoodRx Holdings, Inc. - Class A Common Stock",99.804,13.57,1/27/2021
497,LYFT,A-,"Lyft, Inc. - Class A Common Stock",99.805,81.12,2/4/2021
498,OVV,A-,Ovintiv Inc. (DE),99.803,100.53,2/4/2021
499,HRB,A-,"H&R Block, Inc. Common Stock",99.801,1.33,1/28/2021
500,GOL,A-,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR,99.803,48.63,2/5/2021
501,SAGE,A-,"Sage Therapeutics, Inc. - Common Stock",99.805,14.96,2/6/2021
502,CYRX,A-,"CryoPort, Inc. - Common Stock",99.803,11.21,2/4/2021
503,ACLS,A-,"Axcelis Technologies, Inc. - Common Stock",99.802,52.12,2/2/2021
504,AMWL,A-,American Well Corporation Class A Common Stock,99.802,17.86,2/1/2021
505,SNAP,A-,Snap Inc. Class A Common Stock,99.802,40.24,2/5/2021
506,MED,A-,MEDIFAST INC Common Stock,99.801,44.69,1/31/2021
507,MTSC,A-,MTS Systems Corporation - Common Stock,99.801,122.49,2/5/2021
508,SAH,A-,"Sonic Automotive, Inc. Common Stock",99.801,10.12,2/3/2021
509,SA,A-,"Seabridge Gold, Inc. Ordinary Shares (Canada)",99.8,-2.75,2/3/2021
510,NTNX,A-,"Nutanix, Inc. - Class A Common Stock",99.809,26.81,1/8/2021
511,wll,A-,Whiting Petroleum Corporation Common Stock,99.8,-33.55,2/5/2021
512,CHEF,A-,"The Chefs' Warehouse, Inc. - Common Stock",99.8,122.06,2/4/2021
513,TTD,A-,"The Trade Desk, Inc. - Class A Common Stock",99.8,4.36,2/4/2021
514,DAL,A-,"Delta Air Lines, Inc. Common Stock",99.799,30.94,2/2/2021
515,NYT,A-,New York Times Company (The) Common Stock,99.8,28.44,2/5/2021
516,cers,A-,Cerus Corporation - Common Stock,99.799,25.36,1/30/2021
517,NKTR,A-,Nektar Therapeutics - Common Stock,99.798,16.17,1/30/2021
518,IRWD,A-,"Ironwood Pharmaceuticals, Inc. - Class A Common S",99.795,-3.37,2/5/2021
519,VIE,A-,"Viela Bio, Inc. - Common Stock",99.797,46.63,2/4/2021
520,MOS,A-,Mosaic Company (The) Common Stock,99.794,63.71,2/1/2021
521,QRTEA,A-,Liberty Interactive Corporation - Series A QVC Gr,99.793,60.86,2/3/2021
522,RNA,A-,"Avidity Biosciences, Inc. - Common Stock",99.792,-19.8,2/3/2021
523,RCII,A-,Rent-A-Center Inc. - Common Stock,99.794,61.91,1/19/2021
524,TREE,A-,"LendingTree, Inc. - Common Stock",99.791,17.29,1/27/2021
525,RRC,A-,Range Resources Corporation Common Stock,99.79,52.81,2/2/2021
526,SFM,A-,"Sprouts Farmers Market, Inc. - Common Stock",99.788,9.82,1/27/2021
527,NP,A-,"Neenah Paper, Inc. Common Stock",99.787,33.3,2/6/2021
528,SNBR,A-,Sleep Number Corporation - Common Stock,99.787,63.8,2/4/2021
529,PTEN,A-,"Patterson-UTI Energy, Inc. - Common Stock",99.785,117.42,2/5/2021
530,EXEL,A-,"Exelixis, Inc. - Common Stock",99.785,11.88,1/23/2021
531,ANGI,A-,"Angie's List, Inc. - Common Stock",99.784,63.61,1/26/2021
532,BDTX,A-,"Black Diamond Therapeutics, Inc. - Common Stock",99.785,-10.37,2/2/2021
533,ENTA,A-,"Enanta Pharmaceuticals, Inc. - Common Stock",99.783,19.21,1/29/2021
534,DAN,A-,Dana Incorporated Common Stock,99.784,46.61,1/29/2021
535,NYMT,A-,"New York Mortgage Trust, Inc. - Common Stock",99.788,46.08,1/30/2021
536,ARRY,A-,Array BioPharma Inc. - Common Stock,99.783,-2.23,2/4/2021
537,CMC,A-,Commercial Metals Company Common Stock,99.781,12.43,2/5/2021
538,INVA,A-,"Innoviva, Inc. - Common Stock",99.783,22.1,1/29/2021
539,HOLI,A-,"Hollysys Automation Technologies, Ltd. - Common S",99.782,32.92,2/2/2021
540,ATNX,A-,"Athenex, Inc. - Common Stock",99.782,-0.09,1/23/2021
541,IONS,A-,"Ionis Pharmaceuticals, Inc. - Common Stock",99.782,23.77,1/29/2021
542,TWO,A-,Two Harbors Investment Corp,99.776,21.24,2/3/2021
543,OEC,A-,Orion Engineered Carbons S.A Common Shares,99.78,25.55,1/26/2021
544,PSEC,A-,Prospect Capital Corporation - Common Stock,99.775,38.94,2/3/2021
545,CSTL,A-,"Castle Biosciences, Inc. - Common stock",99.777,23.46,1/30/2021
546,IGT,A-,International Game Technology Ordinary Shares,99.777,96.37,1/5/2021
547,WEN,A-,Wendy's Company (The) - Common Stock,99.775,-4.5,2/2/2021
548,MAIN,A-,Main Street Capital Corporation Common Stock,99.777,16.92,1/12/2021
549,HLF,A-,Herbalife Ltd. Common Stock,99.775,11.05,2/1/2021
550,INFN,A-,Infinera Corporation - Common Stock,99.774,47.91,2/1/2021
551,AVO,A-,"Mission Produce, Inc. - Common Stock",99.773,54.23,2/6/2021
552,FANG,A-,"Diamondback Energy, Inc. - Commmon Stock",99.775,164.15,1/31/2021
553,UAA,A-,"Under Armour, Inc. Class A Common Stock",99.771,35.44,1/21/2021
554,ARD,A-,Ardagh Group S.A. Common Shares,99.764,6.46,2/2/2021
555,CPG,A-,Crescent Point Energy Corporation Ordinary Shares,99.77,97.03,2/3/2021
556,SIBN,A-,"SI-BONE, Inc. - Common Stock",99.77,54.7,1/31/2021
557,UCTT,A-,"Ultra Clean Holdings, Inc. - Common Stock",99.775,73.89,1/21/2021
558,SUPN,A-,"Supernus Pharmaceuticals, Inc. - Common Stock",99.769,24.8,2/6/2021
559,EPZM,A-,"Epizyme, Inc. - Common Stock",99.773,11.04,2/6/2021
560,VCEL,A-,Vericel Corporation - Common Stock,99.769,109.88,1/15/2021
561,RRR,A-,"Red Rock Resorts, Inc. - Class A Common Stock",99.767,27.68,1/27/2021
562,CYBR,A-,CyberArk Software Ltd. - Ordinary Shares,99.767,50.62,2/3/2021
563,AERI,A-,"Aerie Pharmaceuticals, Inc. - Common Stock",99.765,68.51,2/6/2021
564,ACI,A-,"Albertsons Companies, Inc. Class A Common Stock",99.765,7.65,2/3/2021
565,FANH,A-,"Fanhua Inc. - American depositary shares, each re",99.765,2.25,1/27/2021
566,BATRA,A-,Liberty Media Corporation - Series A Liberty Brav,99.764,33.36,1/28/2021
567,TBBK,A-,"The Bancorp, Inc. - Common Stock",99.763,79.11,2/6/2021
568,SEDG,A-,"SolarEdge Technologies, Inc. - Common Stock",99.763,29.78,2/1/2021
569,KOD,A-,Kodiak Sciences Inc - Common Stock,99.765,56.79,1/27/2021
570,SIX,A-,Six Flags Entertainment Corporation New Common St,99.763,56.78,2/5/2021
571,CACC,A-,Credit Acceptance Corporation - Common Stock,99.764,7.58,2/4/2021
572,TME,A-,Tencent Music Entertainment Group American Deposi,99.763,67.98,2/4/2021
573,TSHA,A-,"Taysha Gene Therapies, Inc. - Common Stock",99.763,50.13,1/20/2021
574,NWE,BBB+,NorthWestern Corporation Common Stock,99.761,6.65,2/6/2021
575,NVEE,BBB+,"NV5 Global, Inc. - Common Stock",99.761,59.42,2/5/2021
576,TRUP,BBB+,"Trupanion, Inc. - Common Stock",99.763,38.96,2/3/2021
577,EAR,BBB+,"Eargo, Inc. - Common Stock",99.761,31.32,2/6/2021
578,MHO,BBB+,"M/I Homes, Inc. Common Stock",99.765,13.64,2/6/2021
579,imgn,BBB+,"ImmunoGen, Inc. - Common Stock",99.76,26.18,2/6/2021
580,ORIC,BBB+,"Oric Pharmaceuticals, Inc. - Common Stock",99.758,62.39,2/6/2021
581,MSGE,BBB+,Madison Square Garden Entertainment Corp. Class A,99.758,43.9,2/5/2021
582,STAA,BBB+,STAAR Surgical Company - Common Stock,99.758,45.37,2/5/2021
583,AGM,BBB+,Federal Agricultural Mortgage Corporation Common,99.765,23.58,2/5/2021
584,IDCC,BBB+,"InterDigital, Inc. - Common Stock",99.757,13.5,2/5/2021
585,FPH,BBB+,"Five Point Holdings, LLC Class A Common Shares",99.757,47.12,12/31/2020
586,LITE,BBB+,Lumentum Holdings Inc. - Common Stock,99.755,0.4,1/31/2021
587,ALGS,BBB+,"Aligos Therapeutics, Inc. - Common stock",99.755,57.97,2/5/2021
588,GOOS,BBB+,Canada Goose Holdings Inc. Subordinate Voting Sha,99.742,-7.56,2/2/2021
589,ESE,BBB+,ESCO Technologies Inc. Common Stock,99.753,14.18,1/25/2021
590,CEQP,BBB+,Crestwood Equity Partners LP,99.754,54.45,1/27/2021
591,ESTA,BBB+,Establishment Labs Holdings Inc. - Common Shares,99.76,117.39,2/3/2021
592,MDGL,BBB+,"Madrigal Pharmaceuticals, Inc. - Common Stock",99.745,-9.42,2/5/2021
593,GEL,BBB+,"Genesis Energy, L.P. Common Units",99.752,57.28,2/6/2021
594,BNL,BBB+,"Broadstone Net Lease, Inc. Class A Common Stock",99.755,11.23,2/5/2021
595,SBH,BBB+,"Sally Beauty Holdings, Inc. (Name to be changed f",99.768,58.23,2/6/2021
596,ERII,BBB+,"Energy Recovery, Inc. - Common Stock",99.751,45.4,1/19/2021
597,TGH,BBB+,Textainer Group Holdings Limited Common Shares,99.751,27.39,2/4/2021
598,PFE,BBB+,"Pfizer, Inc. Common Stock",99.751,-4.07,1/26/2021
599,OLMA,BBB+,"Olema Pharmaceuticals, Inc. - Common Stock",99.75,3.78,2/6/2021
600,AAXN,BBB+,"Axon Enterprise, Inc. - Common Stock",99.75,42.54,2/4/2021
601,SSP,BBB+,E.W. Scripps Company (The) Common Stock,99.749,40.43,2/4/2021
602,EPR,BBB+,EPR Properties Common Stock,99.748,68.17,2/4/2021
603,DKS,BBB+,Dick's Sporting Goods Inc Common Stock,99.746,34.49,1/30/2021
604,alec,BBB+,"Alector, Inc. - Common Stock",99.746,82.54,1/27/2021
605,GLPG,BBB+,Galapagos NV - American Depositary Shares,99.744,-11.47,2/4/2021
606,CSL,BBB+,Carlisle Companies Incorporated Common Stock,99.745,14.82,1/13/2021
607,MSGN,BBB+,MSG Networks Inc. Common Stock,99.725,77.58,2/5/2021
608,DXC,BBB+,DXC Technology Company Common Stock,99.746,46.12,2/2/2021
609,CLF,BBB+,Cleveland-Cliffs Inc. Common Stock,99.741,92.82,2/1/2021
610,KURA,BBB+,"Kura Oncology, Inc. - Common Stock",99.736,5.18,2/3/2021
611,TNDM,BBB+,"Tandem Diabetes Care, Inc. - Common Stock",99.739,-12.39,2/1/2021
612,CHNG,BBB+,Change Healthcare Inc. - Common Stock,99.745,53.51,1/23/2021
613,bjri,BBB+,"BJ's Restaurants, Inc. - Common Stock",99.748,67.07,2/5/2021
614,RBBN,BBB+,Ribbon Communications Inc.  - Common Stock,99.74,103.68,1/27/2021
615,LNTH,BBB+,"Lantheus Holdings, Inc. - Common Stock",99.739,66.96,2/1/2021
616,BHVN,BBB+,Biohaven Pharmaceutical Holding Company Ltd. Comm,99.738,1.86,2/2/2021
617,FOLD,BBB+,"Amicus Therapeutics, Inc. - Common Stock",99.74,-1.86,2/4/2021
618,RPAY,BBB+,Repay Holdings Corporation  - Class A Common Stoc,99.736,6.07,1/19/2021
619,WORK,BBB+,"Slack Technologies, Inc. Class A Common Stock",99.736,62.53,1/10/2021
620,SE,BBB+,"Sea Limited American Depositary Shares, each repr",99.741,44.28,1/28/2021
621,SAIL,BBB+,"SailPoint Technologies Holdings, Inc. Common Stoc",99.734,30.18,1/28/2021
622,MDC,BBB+,"M.D.C. Holdings, Inc. Common Stock",99.739,28.1,2/3/2021
623,KL,BBB+,Kirkland Lake Gold Ltd. Common Shares,99.74,-23.22,1/20/2021
624,OCSL,BBB+,Oaktree Specialty Lending Corporation - Common St,99.734,22.45,1/21/2021
625,STAR,BBB+,iStar Inc. Common Stock,99.733,36.8,2/5/2021
